Account Length,VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Churn,Int'l Plan,VMail Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone
100,0,116,111,170,7,1,0,0,0,87,20,56,9,77,8,4,2,SC,510,348-8022
99,0,129,204,283,14,2,0,0,0,86,22,105,17,131,13,4,4,MN,408,388-4459
50,0,132,217,196,11,1,0,0,0,108,22,103,18,126,9,5,3,WV,510,358-3114
105,0,101,159,259,12,1,0,0,0,48,17,119,14,53,12,2,3,MS,415,343-9654
113,23,149,236,202,10,4,0,0,1,104,25,67,20,76,9,5,3,VA,415,401-9909
111,36,97,171,166,13,2,0,0,1,123,16,105,15,85,7,4,4,MS,415,404-9978
161,0,108,256,247,13,2,0,0,0,121,18,46,22,131,11,3,3,NM,408,397-8011
70,0,233,303,256,13,0,1,0,0,95,40,111,26,104,12,7,3,TX,415,341-8719
97,43,121,260,222,8,3,0,0,1,105,21,115,22,100,10,5,2,HI,415,408-1242
130,0,124,271,240,4,0,0,0,0,70,21,99,23,83,11,6,1,WA,510,406-7726
92,0,158,299,217,14,1,0,0,0,101,27,100,25,99,10,3,4,WI,415,351-2773
119,0,124,207,157,15,0,0,0,0,68,21,88,18,93,7,1,4,CO,408,368-6174
115,0,286,206,191,7,1,1,0,0,125,49,74,17,141,9,6,2,NV,415,334-5029
134,0,142,206,219,9,0,0,0,0,95,24,101,17,60,10,6,2,RI,415,413-1789
127,25,173,246,300,5,0,0,0,1,91,29,64,21,99,14,3,1,VA,408,414-1246
80,0,269,301,167,6,2,1,0,0,120,46,147,26,140,8,1,2,NJ,415,330-4978
153,31,219,134,119,9,0,0,0,1,130,37,103,11,105,5,6,3,ND,415,386-1631
85,0,255,195,277,4,3,0,0,0,114,43,83,17,78,12,5,1,MN,415,363-1208
79,0,42,211,238,11,1,0,0,0,124,7,95,18,55,11,5,3,HI,415,334-5263
35,0,261,258,131,6,1,0,0,0,87,44,78,22,123,6,2,2,ND,415,361-4137
120,26,239,259,238,8,0,0,0,1,94,41,88,22,132,11,3,2,WI,408,374-8187
68,0,227,168,189,10,0,0,0,0,94,39,129,14,117,8,1,3,MN,510,370-1525
60,0,179,209,248,14,1,1,0,0,147,30,89,18,98,11,6,4,DC,408,355-3801
120,0,158,197,155,10,1,0,0,0,110,27,103,17,132,7,5,3,KS,510,392-5605
71,23,176,259,268,14,1,0,0,1,82,30,136,22,154,12,7,4,MT,510,363-1366
124,0,157,168,189,9,3,0,0,0,107,27,112,14,102,9,3,2,WV,415,358-5274
23,0,113,169,263,7,1,1,0,0,74,19,95,14,126,12,2,2,ME,510,376-9607
225,0,183,247,218,9,1,0,0,0,142,31,63,21,103,10,2,2,WY,415,374-1213
181,0,161,124,262,14,0,1,1,0,83,27,83,11,98,12,3,4,NY,415,421-8537
63,0,143,208,229,8,2,0,0,0,92,24,102,18,120,10,2,2,VT,415,351-5576
54,0,191,260,142,10,2,1,1,0,108,32,108,22,111,6,2,3,NC,415,407-7258
80,15,159,171,141,12,1,0,1,1,110,27,120,15,82,6,5,3,MO,408,405-4420
118,39,154,123,118,9,1,0,1,1,106,26,111,10,103,5,6,2,NC,408,340-2855
42,0,181,175,165,12,2,0,1,0,127,31,94,15,114,7,6,3,NJ,408,342-8002
134,0,203,225,254,12,0,0,0,0,105,34,90,19,108,11,7,3,OH,408,355-6826
66,35,191,261,210,9,0,0,0,1,100,32,93,22,108,9,6,2,TX,415,402-3886
66,0,205,233,260,9,2,0,0,0,102,35,109,20,95,12,6,2,WA,415,336-5900
127,28,236,237,241,8,1,0,0,1,124,40,113,20,127,11,2,2,TN,415,339-7684
146,0,189,156,186,7,0,0,0,0,77,32,128,13,83,8,3,2,HI,510,390-2433
93,42,167,273,171,12,1,0,0,1,101,28,84,23,106,8,1,3,WY,408,360-7246
77,0,245,254,239,8,0,1,0,0,87,42,83,22,91,11,4,2,CT,415,335-6508
111,0,133,221,128,13,4,1,0,0,125,23,67,19,101,6,2,3,NM,415,348-6720
125,0,182,140,172,12,2,0,0,0,64,31,121,12,96,8,7,3,NJ,415,406-6400
115,14,192,89,229,11,2,0,0,1,86,33,90,8,120,10,3,3,AL,510,390-7370
115,0,122,220,180,11,2,1,1,0,110,21,100,19,124,8,2,3,MN,510,390-5055
114,0,193,250,133,10,2,0,0,0,101,33,81,21,79,6,2,3,NC,408,405-7542
106,0,159,220,253,9,0,0,0,0,112,27,114,19,106,11,3,2,OH,415,364-4927
118,39,92,220,229,13,2,0,0,1,125,16,113,19,99,10,8,3,ND,415,329-3458
59,0,154,206,115,13,1,0,0,0,92,26,88,17,89,5,10,3,CO,510,331-3842
87,40,222,157,222,12,1,0,1,1,79,38,74,13,124,10,3,3,ND,415,343-4147
21,0,245,168,282,7,1,0,0,0,81,42,117,14,87,13,1,2,NY,415,335-2274
142,24,240,286,257,10,0,0,0,1,103,41,65,24,106,12,4,3,WI,408,343-3227
62,0,172,231,228,11,0,0,0,0,132,29,100,20,109,10,5,3,WY,415,336-6907
149,0,243,245,220,10,3,1,0,0,83,41,97,21,80,10,3,3,OR,415,331-1391
54,39,118,159,236,11,2,0,0,1,82,20,60,14,113,11,10,3,CO,510,360-1643
112,0,175,259,171,11,1,0,0,0,127,30,71,22,120,8,7,3,LA,510,410-2518
68,0,157,221,219,12,1,0,0,0,83,27,85,19,129,10,7,3,AL,510,344-4970
201,21,192,239,116,15,1,0,0,1,97,33,81,20,125,5,3,4,TX,415,408-1486
88,0,218,169,141,8,1,0,0,0,76,37,60,14,99,6,1,2,PA,510,396-1648
85,29,145,140,165,11,1,0,0,1,97,25,102,12,148,7,3,3,IL,415,391-2022
51,0,154,233,214,14,0,1,1,0,108,26,85,20,92,10,4,4,DE,415,420-6465
45,29,136,223,236,8,2,0,0,1,104,23,101,19,92,11,6,2,MO,510,398-2628
116,0,161,147,288,8,0,0,0,0,69,27,106,12,144,13,5,2,AR,510,409-5519
146,31,203,241,170,8,1,0,0,1,91,34,108,21,77,8,2,2,OH,408,391-8554
63,34,152,227,196,12,1,0,0,1,119,26,91,19,103,9,5,3,WI,510,395-1693
133,0,227,73,114,5,0,0,0,0,90,39,135,6,99,5,7,1,GA,510,393-3194
125,0,192,206,210,9,2,0,0,0,115,33,108,17,123,9,3,2,KY,408,328-3402
72,0,139,212,180,11,1,0,0,0,111,24,102,18,91,8,3,3,OH,510,411-4781
130,0,127,207,232,6,0,0,0,0,102,22,107,18,99,10,6,2,TN,408,401-2581
97,0,169,259,280,7,1,0,0,0,87,29,105,22,123,13,4,2,SD,415,385-1214
54,0,287,223,204,12,1,1,0,0,73,49,108,19,107,9,5,3,NY,415,348-6853
160,29,165,263,124,15,1,0,0,1,121,28,108,22,131,6,4,4,GA,415,341-8412
79,0,144,136,212,13,1,0,0,0,90,24,91,12,129,10,4,4,TX,415,330-8142
92,47,142,208,204,10,0,0,0,1,95,24,130,18,95,9,11,3,WV,415,361-1404
59,0,204,247,215,12,1,0,0,0,65,35,123,21,94,10,4,3,MI,415,375-9671
132,0,163,168,88,6,1,0,0,0,80,28,90,14,90,4,10,2,ND,510,372-1824
21,0,225,244,221,11,0,0,0,0,110,38,111,21,93,10,4,3,NE,510,408-3606
93,0,176,200,264,9,2,0,0,0,103,30,130,17,96,12,6,2,SD,415,333-3595
147,36,254,228,98,14,5,0,0,1,78,43,105,19,125,4,7,4,NJ,415,379-7009
101,0,175,262,210,9,1,0,0,0,105,30,75,22,93,9,5,2,AK,510,411-4940
125,0,187,161,264,10,0,1,1,0,118,32,111,14,112,12,2,3,CT,415,409-7523
63,0,212,231,217,11,3,0,0,0,84,36,137,20,99,10,9,3,CO,415,408-6725
107,0,242,127,186,12,0,0,0,0,102,41,117,11,92,8,6,3,MD,415,350-2384
110,0,196,200,136,13,3,0,0,0,103,33,123,17,71,6,1,3,ND,408,348-1706
83,0,231,210,217,12,3,0,0,0,100,39,84,18,106,10,2,3,NH,415,415-6145
117,0,162,196,295,14,1,0,0,0,104,27,119,17,111,13,2,4,MN,408,373-3731
124,0,194,241,228,12,0,0,0,0,103,33,116,20,153,10,5,3,KY,415,341-3349
115,0,110,224,240,15,3,0,0,0,148,19,87,19,96,11,8,4,NH,510,399-8859
156,0,277,238,94,8,1,0,1,0,119,47,106,20,96,4,3,2,CO,408,377-4518
89,0,192,164,170,6,0,0,0,0,83,33,88,14,138,8,3,2,KY,408,341-1594
72,0,198,217,113,13,0,0,0,0,147,34,121,18,125,5,4,4,KY,415,418-8770
101,42,209,160,182,10,0,0,0,1,82,36,74,14,100,8,3,3,IN,415,332-9118
53,0,185,216,141,18,2,0,0,0,98,31,125,18,116,6,3,5,OR,415,386-1418
116,0,168,142,191,7,2,0,0,0,119,29,123,12,128,9,4,2,SD,408,393-3535
78,0,139,191,287,12,3,0,0,0,140,24,113,16,125,13,3,3,DE,408,328-9006
117,17,221,168,263,4,0,0,0,1,82,38,100,14,87,12,4,1,OR,415,402-2482
56,0,122,165,244,9,1,0,0,0,84,21,115,14,95,11,2,2,NE,510,408-4865
123,39,270,245,109,15,1,0,0,1,99,46,110,21,113,5,7,4,OH,408,396-6247
127,0,140,241,127,9,2,0,0,0,94,24,112,20,88,6,4,2,OH,408,396-9462
116,23,253,139,278,12,2,0,0,1,78,43,121,12,104,13,3,3,AR,415,396-9279
138,26,184,241,186,15,1,0,0,1,83,31,93,20,125,8,3,4,KS,510,363-8715
120,0,203,260,116,8,3,0,0,0,108,35,66,22,103,5,2,2,TX,415,356-1358
102,0,201,153,199,8,3,0,0,0,106,34,127,13,128,9,2,2,WI,408,360-7839
95,0,168,176,251,13,2,0,0,0,96,28,89,15,113,11,6,4,OR,415,364-8774
102,0,157,204,142,10,2,0,0,0,67,27,103,17,72,6,2,3,VA,408,348-5038
89,25,215,197,162,11,1,0,0,1,140,37,69,17,117,7,10,3,AR,415,365-4728
50,0,302,167,72,11,1,0,0,0,82,51,118,14,89,3,6,3,CT,408,351-9037
93,42,152,268,267,11,7,0,0,1,90,26,102,23,130,12,5,3,OH,415,397-9184
68,0,195,212,138,15,1,0,0,0,116,33,101,18,134,6,11,4,WY,510,398-4538
70,0,209,276,183,8,2,0,0,0,97,35,83,23,122,8,3,2,IL,408,382-6827
138,29,190,223,256,14,0,0,0,1,87,32,123,19,130,12,6,4,MO,415,408-1340
141,37,185,179,218,8,4,0,0,1,87,32,128,15,107,10,3,2,DC,415,333-9511
112,17,183,253,157,10,0,0,0,1,95,31,125,21,95,7,3,3,MA,415,358-7379
117,0,54,303,172,9,1,1,1,0,100,9,84,26,84,8,2,2,NH,510,397-1766
1,26,208,185,178,8,1,0,0,1,115,35,113,16,144,8,9,2,IA,408,331-2144
70,0,230,78,247,13,1,0,0,0,110,39,87,7,105,11,4,4,AL,415,345-7014
87,22,241,76,225,7,2,0,0,1,102,41,106,6,115,10,3,2,OR,510,395-1898
52,21,196,106,157,5,2,0,0,1,119,33,95,9,94,7,3,1,WV,510,373-8920
97,0,276,201,231,9,0,1,0,0,82,47,106,17,73,10,4,2,WA,408,373-8908
105,0,166,176,244,16,2,0,0,0,93,28,106,15,55,11,3,4,NV,408,415-1203
77,28,136,245,208,12,4,1,0,1,117,23,102,21,74,9,3,3,SC,510,369-7017
80,0,189,223,269,14,2,1,1,0,122,32,92,19,116,12,3,4,NC,415,420-8435
120,43,178,175,161,12,1,0,0,1,117,30,70,15,117,7,4,3,NH,510,395-2579
54,39,144,210,129,13,2,0,0,1,73,24,117,18,117,6,8,3,WY,408,405-7850
148,0,148,160,197,9,2,0,1,0,138,25,123,14,62,9,3,2,FL,510,394-7710
119,0,287,159,217,14,2,1,0,0,115,49,99,14,86,10,1,4,PA,408,342-4122
162,26,180,218,212,9,1,1,0,1,144,31,129,19,105,10,8,3,NC,408,340-1876
85,0,166,190,144,11,5,1,0,0,96,28,141,16,116,6,3,3,MO,510,383-6095
101,25,144,168,240,15,1,0,0,1,144,25,105,14,107,11,3,4,KS,510,413-1061
172,0,173,253,222,6,0,0,0,0,85,29,71,22,113,10,6,2,KY,415,343-5347
80,0,200,167,272,6,1,0,0,0,138,34,91,14,94,12,4,1,DE,415,376-4861
67,0,109,142,91,11,2,0,0,0,134,19,76,12,86,4,5,3,WI,510,417-2265
86,0,172,302,139,10,1,0,0,0,106,29,44,26,108,6,5,3,CO,408,419-7415
107,0,222,286,249,12,1,1,0,0,101,38,111,24,117,11,4,3,NM,415,407-2259
133,0,246,265,112,11,0,0,0,0,102,42,90,23,103,5,7,3,DE,510,333-2906
116,0,165,271,230,8,0,0,0,0,110,28,103,23,109,10,3,2,IL,510,360-7477
63,0,212,272,203,7,0,0,0,0,107,36,77,23,108,9,7,2,WA,408,342-5243
119,16,147,160,184,8,0,1,1,1,103,25,96,14,120,8,2,2,MA,408,417-3999
133,0,255,252,178,8,0,1,1,0,103,43,80,21,103,8,3,2,OH,408,379-1720
94,0,170,272,111,9,1,0,1,0,113,29,94,23,78,5,4,2,TN,408,368-3117
69,0,195,262,204,11,0,0,0,0,91,33,57,22,90,9,5,3,MA,510,352-5000
146,0,149,187,150,8,7,1,0,0,83,25,130,16,100,7,4,2,MI,408,405-7676
119,0,82,254,213,9,2,1,0,0,75,14,114,22,125,10,1,2,TX,510,361-2349
142,25,191,150,228,10,0,0,1,1,109,32,120,13,60,10,3,3,NH,408,383-2901
123,0,207,224,197,8,3,0,0,0,115,35,86,19,60,9,2,2,MD,408,369-7049
101,0,239,273,278,14,1,1,0,0,156,41,106,23,93,13,8,4,MS,408,387-5533
43,0,179,253,228,8,0,0,0,0,97,30,126,21,114,10,5,2,AZ,415,362-3660
69,0,185,219,244,6,0,0,0,0,91,32,88,19,107,11,5,1,IN,408,357-3577
15,0,141,124,324,8,2,0,1,0,80,24,76,11,88,15,3,2,NY,510,394-3312
107,25,249,119,194,12,1,0,0,1,91,42,115,10,83,9,1,3,WI,510,395-8330
67,0,153,252,185,5,2,0,0,0,131,26,107,21,104,8,3,1,WV,510,373-8895
99,0,146,231,182,11,1,0,0,0,102,25,87,20,86,8,7,3,NY,415,386-4581
46,0,164,196,236,8,1,0,0,0,116,28,153,17,119,11,1,2,OK,415,354-8191
55,0,221,165,235,10,1,0,1,0,115,38,97,14,117,11,4,3,NC,408,359-7562
39,0,295,232,204,12,1,1,0,0,126,50,117,20,123,9,2,3,KY,415,359-4336
92,0,140,175,202,9,2,0,0,0,98,24,143,15,135,9,7,3,TX,510,336-9901
56,0,162,149,256,15,4,1,0,0,99,28,78,13,115,12,1,4,CT,415,406-3069
76,0,273,236,236,8,0,1,0,0,97,46,95,20,105,11,2,2,NE,415,334-6519
132,33,200,227,199,13,2,0,1,1,75,34,67,19,91,9,3,3,HI,408,361-8113
140,28,157,172,185,11,1,0,0,1,77,27,97,15,94,8,9,3,SC,510,347-9769
51,12,136,201,192,12,2,0,1,1,60,23,134,17,98,9,7,3,AK,510,352-9130
27,0,237,232,165,13,1,0,0,0,110,40,92,20,85,7,6,3,SD,408,378-4557
224,0,111,175,217,6,3,0,0,0,133,19,66,15,106,10,6,1,ID,510,360-8919
105,28,156,107,168,15,0,1,1,1,89,27,114,9,95,8,3,4,OK,510,405-4109
117,0,191,283,85,12,2,0,0,0,93,32,56,24,118,4,4,3,WA,408,381-2498
91,0,153,141,172,10,1,1,0,0,123,26,127,12,76,8,15,3,SD,415,357-5696
135,0,219,243,86,10,4,0,0,0,123,37,64,21,80,4,3,3,OH,415,412-2947
146,0,205,135,311,10,3,0,0,0,101,35,77,11,83,14,2,3,VA,415,363-3571
147,0,225,185,143,10,0,1,1,0,111,38,98,16,146,6,1,3,WI,415,405-5403
68,0,250,255,273,9,2,1,0,0,127,42,118,22,98,12,6,2,IN,510,330-9354
68,0,132,137,256,10,3,0,0,0,89,22,109,12,107,12,5,3,NM,408,396-7091
86,21,198,166,208,10,0,0,0,1,99,34,100,14,120,9,9,3,HI,408,398-3004
131,0,167,210,257,10,1,0,0,0,129,28,107,18,93,12,5,3,KY,415,400-4020
86,29,225,187,281,13,1,0,0,1,79,38,112,16,112,13,3,3,OH,415,356-3448
159,0,276,190,224,7,2,1,0,0,103,47,108,16,93,10,5,2,VT,415,335-2019
134,40,143,89,290,11,1,0,0,1,105,24,61,8,96,13,6,3,AZ,415,332-6633
113,0,207,256,211,10,1,0,0,0,113,35,80,22,87,9,1,3,VT,510,359-7648
132,0,206,211,196,10,1,0,0,0,100,35,118,18,122,9,6,3,MO,408,412-9190
85,0,210,196,222,11,1,0,0,0,66,36,76,17,82,10,7,3,AL,415,368-9007
93,38,226,120,193,14,1,1,1,1,117,38,122,10,125,9,7,4,NJ,510,384-5632
174,33,168,205,130,15,4,1,0,1,91,29,91,17,132,6,4,4,WA,408,352-6068
61,0,198,152,221,7,2,0,0,0,118,34,96,13,93,10,3,2,NY,415,343-9645
91,39,170,65,144,11,1,0,0,1,105,29,116,6,92,7,4,3,DC,415,384-7873
88,28,191,237,212,10,2,0,0,1,104,32,105,20,116,10,1,3,NE,408,396-2187
88,45,80,153,309,13,2,0,0,1,140,14,101,13,123,14,3,3,MA,408,383-5109
195,36,232,225,202,12,0,0,0,1,110,39,88,19,89,9,2,3,VT,415,377-7843
182,0,69,230,257,7,0,0,0,0,114,12,109,20,96,12,4,2,NM,415,382-7999
118,0,189,217,220,8,4,0,0,0,60,32,64,18,100,10,7,2,CO,408,328-1222
103,0,151,169,221,10,8,1,0,0,125,26,126,14,104,10,8,3,NH,408,371-1727
65,0,192,140,187,6,2,0,0,0,89,33,88,12,102,8,4,1,IL,510,369-8871
61,25,164,113,134,10,3,0,0,1,78,28,112,10,118,6,3,3,UT,408,335-9726
172,0,212,199,302,7,1,0,0,0,100,36,101,17,136,14,9,2,WV,415,357-3709
72,0,176,132,243,12,1,0,0,0,103,30,120,11,96,11,3,3,NJ,415,422-9964
113,0,150,200,267,11,2,0,0,0,120,26,85,17,105,12,3,3,NM,510,366-9211
177,0,190,176,226,14,1,0,0,0,99,32,117,15,112,10,2,4,ND,408,384-9033
100,0,71,216,231,10,6,1,0,0,94,12,102,18,125,10,1,3,WA,408,382-4932
67,0,216,191,215,9,1,0,0,0,102,37,95,16,106,10,6,2,NM,415,404-7518
136,0,102,203,136,9,3,0,0,0,105,17,99,17,119,6,6,3,DE,415,353-1954
71,0,258,127,182,10,4,0,0,0,132,44,119,11,87,8,8,3,GA,415,391-7166
134,0,242,153,318,12,1,0,0,0,126,41,115,13,115,14,6,3,HI,408,370-9000
124,0,132,284,306,11,1,0,0,0,82,22,119,24,101,14,2,3,CT,415,332-3642
84,0,190,198,248,10,2,0,0,0,102,32,141,17,102,11,6,3,NJ,415,412-3898
39,0,154,204,196,10,2,0,0,0,104,26,112,17,92,9,4,3,ME,408,366-5640
110,0,188,91,150,15,3,0,0,0,127,32,118,8,64,7,3,4,OK,510,356-2302
102,0,103,275,141,11,1,0,0,0,70,18,129,23,92,6,5,3,TN,510,345-9018
70,0,175,160,261,12,0,0,0,0,130,30,130,14,96,12,4,3,WY,415,365-6205
142,0,145,209,214,11,1,0,0,0,93,25,98,18,96,10,1,3,NY,415,337-1151
81,0,251,188,120,8,1,0,1,0,85,43,50,16,131,5,5,2,DE,510,374-4664
17,0,162,214,315,9,1,0,0,0,123,27,81,18,106,14,5,2,RI,415,396-9656
119,0,260,257,229,10,1,1,0,0,101,44,68,22,89,10,2,3,PA,408,377-5043
105,0,281,302,203,9,0,1,0,0,124,48,96,26,109,9,3,2,HI,415,401-7359
108,42,130,167,245,14,3,1,1,1,90,22,128,14,80,11,5,4,MD,415,375-2184
90,0,102,113,189,11,2,0,0,0,118,17,134,10,105,8,3,3,VA,415,367-6005
100,33,219,155,99,12,1,0,0,1,104,37,144,13,117,4,4,3,IN,415,364-2166
155,30,129,188,254,7,1,0,0,1,86,22,91,16,85,11,6,2,OR,408,414-4741
113,0,129,227,178,9,2,1,0,0,100,22,67,19,135,8,4,2,AZ,510,403-9719
123,0,172,163,250,9,1,0,0,0,92,29,76,14,101,11,4,2,WI,415,371-8452
145,0,199,126,289,8,1,0,0,0,124,34,86,11,135,13,3,2,VA,408,392-6239
42,0,185,201,279,9,2,0,0,0,98,31,93,17,91,13,3,2,MO,415,410-5250
125,0,169,176,243,11,0,0,0,0,99,29,107,15,92,11,7,3,NV,510,336-1574
131,30,174,205,218,7,1,0,0,1,118,30,81,17,90,10,3,2,HI,415,406-8324
107,0,230,257,107,9,1,0,0,0,65,39,80,22,88,5,3,2,WA,415,411-7110
48,0,198,203,146,5,1,0,0,0,73,34,115,17,73,7,5,1,IL,408,341-9907
76,0,186,212,231,8,0,0,0,0,96,32,100,18,100,10,4,2,IL,510,400-8952
128,0,149,243,255,7,1,0,0,0,105,25,106,21,114,11,2,2,LA,415,333-9266
73,0,157,269,182,10,0,0,0,0,109,27,83,23,91,8,8,3,WI,415,419-4894
52,0,155,133,176,7,4,1,0,0,110,26,104,11,84,8,4,2,TX,415,364-9904
126,26,129,177,155,10,1,0,1,1,123,22,114,15,102,7,7,3,MI,415,394-3048
124,0,189,182,218,6,1,0,0,0,77,32,123,15,127,10,6,2,NC,415,352-6265
137,0,209,225,222,11,0,0,0,0,120,36,100,19,130,10,5,3,WA,408,357-3187
71,0,238,279,193,12,0,1,0,0,82,40,94,24,134,9,10,3,ND,510,373-8483
139,0,211,207,194,6,0,0,0,0,103,36,108,18,70,9,4,2,NE,415,375-9930
107,30,199,207,160,13,3,0,0,1,87,34,90,18,76,7,4,3,MS,510,352-6282
147,0,213,204,156,10,1,0,0,0,79,36,91,17,113,7,2,3,KY,408,396-2945
116,0,137,120,130,12,3,0,0,0,126,23,94,10,64,6,2,3,RI,510,412-3527
60,31,192,268,201,13,2,0,0,1,75,33,135,23,62,9,3,3,NY,510,328-4231
38,0,149,49,163,14,0,0,0,0,92,25,78,4,93,7,11,4,TX,510,413-9055
63,0,117,250,162,11,3,0,0,0,118,20,90,21,84,7,4,3,DE,408,363-8755
94,0,108,242,252,10,3,0,0,0,79,18,152,21,92,11,3,3,NM,415,388-8891
131,0,113,199,143,10,0,0,0,0,133,19,116,17,105,6,5,3,RI,415,360-1776
158,0,176,188,188,11,1,0,0,0,105,30,88,16,98,8,6,3,MS,510,411-3578
139,0,237,170,212,11,1,1,0,0,109,40,107,14,118,10,2,3,NY,510,399-7268
77,0,169,185,234,2,1,0,0,0,102,29,144,16,89,11,7,1,NE,415,350-1532
140,0,130,246,172,9,3,0,0,0,79,22,99,21,124,8,10,3,WI,415,359-2197
72,0,177,185,174,8,1,0,0,0,97,30,105,16,94,8,6,2,KY,408,407-9290
52,20,133,184,273,14,1,0,0,1,63,23,123,16,107,12,2,4,SD,510,358-6672
103,0,168,213,208,13,5,0,0,0,121,29,123,18,73,9,3,4,VA,510,393-4621
74,32,175,311,235,9,1,0,0,1,107,30,115,26,92,11,4,2,KS,415,336-7357
124,0,150,256,137,13,2,0,0,0,101,26,112,22,62,6,4,3,ND,415,351-1466
85,21,283,240,150,6,5,0,0,1,110,48,108,20,80,7,1,2,CO,510,394-6668
113,20,158,162,272,9,5,1,0,1,83,27,56,14,100,12,2,2,KY,408,403-2673
71,0,141,149,171,7,2,0,0,0,132,24,90,13,72,8,2,2,WA,408,355-1735
177,27,230,196,215,10,1,0,0,1,106,39,78,17,108,10,2,3,NV,415,416-7679
49,0,238,209,168,16,2,1,1,0,92,40,119,18,86,8,6,4,SC,415,340-4972
106,0,204,169,164,13,3,1,1,0,84,35,61,14,102,7,3,4,RI,510,417-4826
60,0,221,179,203,7,1,0,0,0,106,38,48,15,90,9,3,2,ID,510,408-6676
43,0,177,143,314,13,4,0,0,0,93,30,60,12,144,14,2,3,KY,408,417-6683
66,0,118,248,214,5,1,0,0,0,133,20,99,21,122,10,5,1,ME,510,331-6270
125,0,164,256,193,16,0,0,0,0,73,28,85,22,95,9,4,4,SD,415,404-9754
114,4,141,230,224,9,3,0,0,1,96,24,88,20,85,10,3,3,SC,510,364-9425
112,0,273,226,159,16,3,1,0,0,119,46,94,19,94,7,5,4,TN,415,339-6477
101,16,119,228,180,8,2,0,0,1,112,20,97,19,111,8,5,2,MT,408,362-2787
70,0,8,136,157,12,0,0,0,0,100,1,83,12,89,7,1,3,WI,415,405-9233
59,0,160,167,139,10,0,0,0,0,96,27,123,14,106,6,4,3,AK,408,416-1845
59,0,150,186,213,12,1,0,0,0,70,26,98,16,128,10,2,3,AZ,408,385-9657
124,30,145,262,227,12,2,0,0,1,35,25,101,22,82,10,7,3,MT,415,420-5652
99,0,141,211,230,12,2,0,0,0,88,24,98,18,125,10,4,3,DE,415,415-1141
150,0,169,217,179,13,1,0,0,0,123,29,83,18,107,8,3,3,VA,510,334-5634
81,0,221,149,184,8,2,0,0,0,77,38,87,13,100,8,3,2,MA,510,403-4200
86,0,216,266,214,5,0,0,0,0,96,37,77,23,110,10,3,1,IN,510,357-7893
84,0,170,158,98,11,0,0,0,0,96,29,94,13,70,4,7,3,MD,510,369-2899
118,35,256,258,216,12,1,0,0,1,119,44,91,22,130,10,1,3,NV,510,381-1026
89,0,180,300,185,8,1,0,0,0,128,31,92,25,120,8,3,2,CO,415,388-8722
93,0,266,130,166,13,3,0,0,0,120,45,84,11,63,7,6,4,KS,415,418-3135
85,0,97,194,172,10,2,0,0,0,97,16,95,16,88,8,3,3,AR,415,380-3974
160,0,83,195,159,11,0,0,0,0,116,14,95,17,54,7,9,3,WY,408,338-7232
28,0,168,162,192,10,3,0,0,0,87,29,92,14,112,9,3,3,PA,415,334-5223
73,0,286,178,214,11,1,1,0,0,109,49,67,15,152,10,14,3,TX,408,340-8323
156,0,174,187,258,13,3,0,0,0,95,30,128,16,105,12,5,3,NY,408,337-6851
33,0,191,162,190,13,1,0,1,0,100,32,104,14,136,9,6,4,OR,415,344-5973
77,0,176,205,245,18,4,0,0,0,86,30,78,17,100,11,3,5,CA,510,335-2261
119,0,133,205,197,11,1,0,0,0,102,23,71,17,103,9,7,3,NY,415,343-1458
91,27,205,136,211,7,3,0,0,1,96,35,93,12,82,9,2,2,AR,510,415-4875
102,0,242,233,189,6,3,0,0,0,88,41,89,20,121,8,6,2,MI,510,381-2726
86,33,253,210,95,12,3,0,0,1,112,43,94,18,98,4,4,3,OK,415,395-3852
82,0,130,185,179,8,0,0,0,0,110,22,88,16,105,8,4,2,TX,415,358-7914
89,0,106,190,171,13,0,0,0,0,151,18,142,16,67,8,7,3,NC,408,332-6958
86,0,194,194,192,9,3,0,0,0,98,33,95,16,123,9,7,3,ID,415,355-1019
134,0,184,124,161,6,1,0,0,0,111,31,92,11,105,7,2,2,IL,408,382-9447
92,0,197,190,163,11,2,0,0,0,82,33,89,16,99,7,2,3,OR,415,386-8536
87,0,185,172,183,14,3,0,0,0,81,31,103,15,96,8,3,4,SD,510,363-3818
64,0,262,148,145,14,0,0,0,0,113,45,99,13,74,7,4,4,NE,408,360-6416
80,0,202,260,177,9,3,0,0,0,118,34,67,22,112,8,5,2,RI,510,332-8764
165,39,167,173,193,10,3,0,0,1,113,28,94,15,113,9,4,3,MD,415,398-4814
153,22,168,247,204,8,1,0,0,1,104,29,91,21,117,9,11,2,ID,415,410-5963
41,30,192,193,149,11,1,0,0,1,109,33,86,16,93,7,4,3,ME,415,399-6642
108,0,240,230,217,5,2,0,0,0,78,41,109,20,83,10,1,1,SD,415,390-9986
104,26,189,178,199,11,1,0,0,1,112,32,97,15,104,9,4,3,NY,415,391-1793
115,0,128,183,173,11,1,0,0,0,67,22,90,16,92,8,7,3,DE,408,352-5542
87,0,205,100,190,13,1,0,0,0,106,35,122,8,75,9,3,4,OK,415,386-8118
159,23,154,217,161,13,2,0,0,1,93,26,88,18,91,7,3,3,SC,415,394-9825
